TF_PROT	BS_RNA	Type	22909821
CEBPB	TFF3	Unknown	10629048;9566900
CEBPB	TNF	Unknown	7876106
CEBPB	TNFAIP6	Activation	7935377
CEBPB	TNFAIP6	Unknown	8524227
CEBPB	TOP1	Unknown	19717648
CEBPB	XBP1	Activation	8385337
CEBPD	C3	Unknown	24810056
CEBPD	CASP8	Unknown	23028973
CEBPD	CCL20	Activation	23028973
CEBPD	CXCL1	Activation	11994385
CEBPD	CYP19A1	Repression	20971808
CEBPD	DDIT3	Activation	22347430
CEBPD	DDIT3	Repression	11012671
CEBPD	GADD45G	Unknown	12842822
CEBPD	GAPDH	Unknown	23028973
CEBPD	IL23A	Activation	11278956
CEBPD	PDGFRA	Unknown	15284209
CEBPD	POU5F1	Activation	10649448;18619497;20971808
CEBPD	PPARG	Activation	10455153
CEBPD	PRL	Unknown	7559624
CEBPD	PTGS2	Unknown	20385105
CEBPD	SOD1	Activation	10629048
CEBPD	TNF	Unknown	23028973
CEBPD	TNFAIP6	Activation	16019164
CEBPE	CTSG	Unknown	12202480
CEBPE	GATA1	Repression	12522000
CEBPE	LTF	Unknown	19853299
CEBPE	MMP2	Unknown	12947005
CEBPE	MYC	Repression	12202480
CEBPE	PRG2	Repression	12202480
CEBPE	SPI1	Repression	15833715
CEBPG	HBB	Unknown	11912209
CEBPG	SFTPD	Activation	15087381
CEBPZ	APC	Activation	12805369
CEBPZ	COL11A1	Repression	8910550
CEBPZ	COL1A2	Unknown	9857074
CEBPZ	GZMB	Unknown	11704838
CEBPZ	MLH1	Repression	15908194
CEBPZ	SOX9	Unknown	23071088
CHD4	CD79A	Repression	22531782
CHD4	RNF8	Unknown	16949368
CHD8	BRCA1	Unknown	19255092
CHD8	CCNE2	Activation	20085832
CHD8	HOXA2	Unknown	16949368
CHD8	MYC	Unknown	19255092
CHD8	TYMS	Unknown	16439692
CIITA	COL1A1	Repression	16439692
CIITA	COL1A2	Repression	15247294
CIITA	COL1A2	Unknown	9858618
CIITA	CREBBP	Unknown	14563113
CIITA	FASLG	Unknown	10329350
CIITA	HLA-A	Activation	11053628
CIITA	HLA-B	Activation	11053628
CIITA	HLA-C	Activation	9300700
CIITA	HLA-DMA	Activation	7495736
CIITA	HLA-DMA	Unknown	9300700;9600954
CIITA	HLA-DMB	Activation	11332992;11889043;7495736
CIITA	HLA-DMB	Unknown	11823510
CIITA	HLA-DOA	Activation	11823510
CIITA	HLA-DOB	Activation	11889043
CIITA	HLA-DPB1	Unknown	11332992
CIITA	HLA-DQB1	Unknown	9600954
CIITA	HLA-DRA	Activation	10886240;11429551;11889043;9300692
CIITA	HLA-DRA	Unknown	10886240
CIITA	HLA-DRB1	Unknown	10886240
CIITA	HLA-DRB3	Unknown	10886240
CIITA	HLA-DRB4	Unknown	10886240
CIITA	HLA-DRB5	Unknown	11137213
CIITA	HLA-F	Unknown	11137218
CIITA	HLA-G	Unknown	10946277
CIITA	IL4	Activation	10946277;17645498
CIITA	IL4	Repression	12052885;15950283
CIITA	IRF1	Unknown	15950283
CIITA	IRF2	Unknown	15247301
CIITA	MMP9	Repression	15814328
CIITA	PLXNA1	Unknown	22771340
CIITA	PSMC5	Activation	17175541
CIITA	RAB4B	Unknown	17143014
CIITA	S100A4	Repression	22064865
CIITA	SIRT1	Repression	9300700
CIITA	SLC26A3	Unknown	12052885
CIITA	STAT1	Unknown	12960175
CITED2	MMP1	Repression	12960175
CITED2	MMP13	Repression	19032342
CLOCK	BHLHE40	Activation	14672706
CLOCK	BHLHE41	Activation	22750052
CLOCK	CRY1	Activation	17660446
CLOCK	CRY1	Unknown	22750052
CLOCK	CRY2	Activation	17660446
CLOCK	CRY2	Unknown	14672706
CLOCK	DEC1	Activation	18458078
CLOCK	KAT5	Unknown	19299583
CLOCK	NAMPT	Activation	20674862
CLOCK	NR0B2	Activation	21164265
CLOCK	NR3C1	Repression	17994337;22750052
CLOCK	PER1	Activation	17660446;20551151;21479263
CLOCK	PER1	Unknown	22750052
CLOCK	PER2	Activation	17660446
CLOCK	PER2	Unknown	22750052
CLOCK	PER3	Activation	17431006
CLOCK	STAR	Activation	22284746
CLOCK	TPO	Unknown	23774591
CNBP	MYC	Unknown	15937477
CNOT7	MSMB	Unknown	15937477
CNOT7	PMP22	Unknown	15937477
CNOT8	MSMB	Unknown	15937477
CNOT8	PMP22	Unknown	16951171
COPS5	CDKN1B	Repression	12542982
COPS5	VEGFA	Activation	16166294
CRABP2	RARA	Activation	19842072
CREB1	ACACA	Activation	10520459
CREB1	ADRA1A	Unknown	18495115
CREB1	AQP3	Unknown	15994978;21457548
CREB1	AR	Unknown	17290286
CREB1	BCL2	Activation	10542244;19626458
CREB1	BCL2	Unknown	20367563
CREB1	BCL2L11	Unknown	10842322
CREB1	BDKRB1	Unknown	15632413
CREB1	BDKRB2	Unknown	11719924
CREB1	BDNF	Activation	18342014
CREB1	CASP8	Activation	15030385;15073527
CREB1	CCK	Unknown	11413310
CREB1	CCL5	Unknown	9765424
CREB1	CD4	Unknown	10341006
CREB1	CGA	Unknown	17334997
CREB1	CRTC1	Unknown	11874984
CREB1	CXCR4	Unknown	11057754
CREB1	CYP11A1	Unknown	11196473
CREB1	CYP11B1	Unknown	11196473
CREB1	CYP11B2	Unknown	2543297
CREB1	CYP17A1	Unknown	15955695;16740737
CREB1	CYP19A1	Activation	10698518
CREB1	ERBB2	Unknown	14754893
CREB1	ETV3	Activation	7499271
CREB1	FLT1	Unknown	12432566
CREB1	FOS	Unknown	22577344
CREB1	FOXA1	Unknown	10585419
CREB1	GABPA	Unknown	18483184
CREB1	GRPR	Activation	11579131
CREB1	GSK3A	Unknown	11579131
CREB1	GSK3B	Unknown	12938212
CREB1	HLA-DOB	Unknown	1324879
CREB1	HLA-DQB1	Unknown	14523007
CREB1	HMOX1	Repression	10650939
CREB1	HPGD	Unknown	20006311;20685939
CREB1	IFNG	Activation	11907114
CREB1	IFNG	Repression	7759501
CREB1	IFNG	Unknown	10540320;22140263
CREB1	IL10	Activation	17202341
CREB1	IL10	Unknown	8814256
CREB1	IL2	Unknown	9742933
CREB1	IL5RA	Unknown	8725624
CREB1	IL6	Activation	8647095
CREB1	JUN	Repression	10403485
CREB1	JUN	Unknown	23469012
CREB1	LAPTM4B	Unknown	23000483
CREB1	LYL1	Activation	17712720
CREB1	MC2R	Activation	19937254
CREB1	MITF	Activation	10506168
CREB1	MMP2	Unknown	9704017
CREB1	MSMB	Unknown	19757157
CREB1	MUC4	Activation	11418607
CREB1	MUC4	Unknown	18676374
CREB1	MUC5AC	Activation	17822787
CREB1	NDC80	Activation	10435592
CREB1	NF1	Unknown	22027994
CREB1	NMNAT2	Unknown	21266110
CREB1	NOLC1	Activation	12967770
CREB1	NPY	Unknown	15955695
CREB1	NR2F1	Repression	15955695
CREB1	NR2F6	Repression	10701778
CREB1	NR4A3	Unknown	18191017
CREB1	NR5A2	Activation	20587593
CREB1	NRF1	Unknown	7791794
CREB1	NTS	Unknown	1356108
CREB1	ODC1	Unknown	8999965
CREB1	PCSK1	Activation	8647095
CREB1	PLAT	Repression	11776974
CREB1	PLAU	Unknown	10978529
CREB1	POLD2	Unknown	19015127
CREB1	PPM1D	Unknown	17526027
CREB1	PPP2CA	Activation	20533062
CREB1	PPP2R2B	Activation	17187171
CREB1	PRL	Unknown	11116137
CREB1	PSEN1	Activation	20688046
CREB1	PTGES	Unknown	22919060
CREB1	PTGS2	Activation	11593399
CREB1	RP1	Unknown	11978967
CREB1	RRM2B	Unknown	11078737
CREB1	SLC19A1	Unknown	11722845
CREB1	SLC20A1	Activation	16809478
CREB1	SLC22A8	Unknown	19026724
CREB1	SLC39A1	Unknown	14755548
CREB1	SMAD6	Activation	15955695
CREB1	SNAI1	Repression	15955695
CREB1	SNAI2	Repression	17289023
CREB1	SOX9	Unknown	14644509
CREB1	SPRY2	Unknown	23000483
CREB1	STMN1	Unknown	11108136
CREB1	TH	Unknown	15294971
CREB1	TLR9	Unknown	11134186;9827656
CREB1	TRH	Unknown	17761951
CREB1	UXT	Activation	1847391
CREB1	VIP	Unknown	21507255
CREB1	XPC	Unknown	20473547
CREB3	CXCR4	Activation	17617614
CREB3L1	SLC1A4	Repression	24122553
CREB3L4	DNAJC12	Unknown	21132541
CREB5	ATP6V0E1	Activation	21132541
CREB5	CFB	Activation	21132541
CREB5	DGKG	Activation	21132541
CREB5	DGKG	Repression	21132541
CREB5	LGALS3BP	Repression	21132541
CREB5	LY96	Repression	21132541
CREB5	MAPKAPK3	Activation	21132541
CREB5	MX1	Activation	21132541
CREB5	RASGRP3	Repression	21132541
CREB5	RDX	Repression	21132541
CREB5	STAT1	Repression	21132541
CREB5	TGFBR3	Activation	21132541
CREB5	TNFRSF11B	Repression	12517954
CREBBP	ALOX15	Activation	23285190
CREBBP	BRCA1	Unknown	15030385
CREBBP	CCK	Unknown	15286705
CREBBP	CDKN1A	Activation	19564345
CREBBP	CREB1	Activation	20439113
CREBBP	CSF2	Unknown	21464950
CREBBP	EGFR	Unknown	15154850
CREBBP	EP300	Unknown	25088689
CREBBP	EZH2	Unknown	17826007
CREBBP	HINFP	Activation	16849538
CREBBP	HOXA10	Activation	16849538
CREBBP	HOXA9	Activation	10946277
CREBBP	IL4	Activation	17300785
CREBBP	INSM1	Activation	18497060
CREBBP	IRF1	Activation	10085123;11997389
CREBBP	PCK2	Unknown	10542237
CREBBP	PPARA	Unknown	22771340
CREBBP	PSMC5	Activation	11278336
CREBBP	PTGS2	Unknown	23285190
CREBBP	RAD51	Unknown	21110951
CREBBP	RARA	Unknown	18927113
CREBBP	RS1	Unknown	17143014
CREBBP	S100A4	Unknown	15154850
CREBBP	TP53	Unknown	23670564
CREBBP	TRIM22	Unknown	9710587
CREG1	HSPA4	Repression	8901568
CREM	ACE	Activation	11500964
CREM	ACR	Unknown	16687568
CREM	FHL5	Unknown	16443828
CREM	CCL4	Repression	7760825
CREM	CCNA1	Unknown	9280058
CREM	CCNA2	Repression	16237091
CREM	CD247	Repression	11988318
CREM	CREB1	Repression	21325296
CREM	DUSP1	Repression	21325296
CREM	DUSP4	Repression	11754361
CREM	FASLG	Repression	21757709
CREM	FOS	Repression	17273168
CREM	G6PD	Repression	15225122
CREM	GPX4	Unknown	15841182
CREM	IL2	Repression	12370343
CREM	IL2	Unknown	9742933
CREM	IL5RA	Unknown	9510963
CREM	LDHC	Unknown	17712720
CREM	MC2R	Activation	17712720
CREM	MC2R	Repression	9851700
CREM	PLAT	Unknown	18202121
CREM	SLC5A5	Activation	22510021
CREM	SLC5A5	Repression	19150388;22253417
CREM	STAR	Unknown	10409662
CREM	TAF4	Unknown	10409662
CREM	TBP	Unknown	11108136
CREM	TH	Unknown	16237091
CREM	ZAP70	Unknown	23485603
CREB1	IBSP	Unknown	10893434
CRTC1	PPARGC1A	Activation	18849347
CRX	BEST1	Activation	18294621
CRX	NR2E3	Activation	12409453
CRX	RBP3	Activation	15277472
CRX	RBP3	Repression	11934446
CRX	RBP3	Unknown	15277472
CRX	RHO	Repression	18927113
CRX	RS1	Activation	20818429
CTBP1	BRCA1	Repression	18765668
CTBP1	BRCA2	Repression	19277896
CTBP1	CLDN7	Repression	15831101
CTBP1	KRT18	Unknown	24659782
CTCF	ANG	Unknown	11706010;9407128
CTCF	APP	Activation	11706010
CTCF	APP	Repression	23999061
CTCF	ASAP2	Unknown	21689595
CTCF	ATXN7	Unknown	20818159
CTCF	BBC3	Unknown	20733034
CTCF	BCL6	Repression	19466541;24725430
CTCF	BRCA1	Unknown	18625744
CTCF	CCND1	Unknown	25113559
CTCF	CELSR3	Unknown	19158269
CTCF	CSF2	Unknown	11479593
CTCF	DMPK	Unknown	18632798
CTCF	ETNK2	Unknown	11431321;14654216;16391843;18458536;19209620;19584898;20966046;24725430
CTCF	H19	Unknown	22187427
CTCF	PBXIP1	Unknown	18458536;20966046;21536749;24725430
CTCF	IGF2	Unknown	23620300
CTCF	IPO13	Unknown	15670593
CTCF	IRAK2	Unknown	16331412
CTCF	MEG3	Unknown	19568426
CTCF	MYC	Activation	12032779;12524457
CTCF	MYC	Repression	24725430;9591631
CTCF	MYC	Unknown	22879976
CTCF	NANOG	Unknown	21111075
CTCF	NF1	Unknown	16723452
CTCF	PAX6	Activation	16723452
CTCF	PAX6	Repression	15096508;17122106
CTCF	PAX6	Unknown	22187427
CTCF	PBXIP1	Unknown	21150880
CTCF	PTPRG	Unknown	19826084
CTCF	RAD21	Unknown	22615834
CTCF	RARRES1	Activation	21325284
CTCF	RBL2	Unknown	11479593
CTCF	SIX5	Unknown	15229244;17360901;21309950;23765727
CTCF	SLC6A4	Unknown	16326864;19914212
CTCF	TERT	Repression	24534946
CTCF	WT1	Unknown	18413740
CTCFL	BAG1	Activation	16141201
CTNNB1	AR	Unknown	19662654;19778454
CTNNB1	BIRC5	Unknown	17109766;20300972
CTNNB1	CCND1	Activation	16628468
CTNNB1	CCND1	Repression	18679417;19662654;19778454
CTNNB1	CCND1	Unknown	17724465
CTNNB1	CD44	Unknown	21551321
CTNNB1	CHGA	Unknown	14751232
CTNNB1	CLDN2	Activation	24667650
CTNNB1	FST	Unknown	22805760
CTNNB1	GLCE	Unknown	19797115
CTNNB1	GLI2	Unknown	20300972
CTNNB1	JUN	Activation	19671687
CTNNB1	JUN	Unknown	21517265
CTNNB1	MMP14	Activation	11158322;15000152
CTNNB1	MMP7	Activation	20300972;21533051
CTNNB1	MYC	Activation	17724465;18679417;19662654;19778454
CTNNB1	MYC	Unknown	16141201
CTNNB1	NCOA2	Unknown	17724465
CTNNB1	NRCAM	Unknown	20442281
CTNNB1	PLD1	Activation	17724465
CTNNB1	PPARD	Unknown	11396184
CTNNB1	PTGS2	Unknown	16628468
CTNNB1	RB1	Repression	21622533
CTNNB1	STARD7	Activation	17724465
CTNNB1	TCF7	Unknown	12750294
CTNNB1	VIM	Activation	19797115
CTNNBIP1	GLI2	Unknown	14639622
CTNNBIP1	MMP14	Unknown	16712787
CTNNBIP1	STMN2	Unknown	19332113
CUX1	CDKN1B	Unknown	10075672
CUX1	CFTR	Unknown	19487031
CUX1	CR2	Unknown	14605447
CUX1	CYBB	Activation	21886810
CUX1	ECT2	Unknown	23341774
CUX1	FTO	Unknown	21886810
CUX1	RACGAP1	Unknown	17227781;23359789
CUX1	WNT5A	Activation	17182846
DACH1	FOS	Repression	19605405
DACH1	PELP1	Unknown	17891780
DACH1	TNFSF11	Repression	20185822
DAXX	AIRE	Repression	22122911
DBP	ACKR1	Unknown	8383844
DBP	ALDOB	Activation	18004209
DBP	CYP3A4	Activation	8617210
DBP	CYP7A1	Activation	19208841
DDB1	CDKN2A	Unknown	20013802
DDB2	BCL2	Repression	18431487
DDB2	SOD2	Repression	24953096
DDB2	XPA	Unknown	19299913
DDIT3	ANKRD1	Repression	18940792
DDIT3	ASNS	Repression	16164412
DDIT3	ATF2	Repression	16164412
DDIT3	ATF5	Repression	20038797
DDIT3	ATG5	Activation	20017906
DDIT3	CDK2	Unknown	21983012
DDIT3	CEBPA	Repression	18772138
DDIT3	CXCL8	Unknown	12706815
DDIT3	IL6	Activation	20038797
DDIT3	MAP1LC3B	Activation	22253918
DDIT3	MCL1	Unknown	22265908
DDIT3	NOS3	Repression	17191123
DDIT3	RTN3	Activation	21801305
DDIT3	SIRT1	Repression	21801305
DDIT3	SIRT2	Repression	12939601
DDIT3	TF	Unknown	15322075;15994939;18593935;18794136;21044953;21726997;21941003
DDIT3	TNFRSF10B	Activation	18172319;21941003
DDIT3	TNFRSF10B	Repression	20157774;22328338
DDIT3	TNFRSF10B	Unknown	15775988;18940792
DDIT3	TRIB3	Activation	20966046
DDX5	H19	Unknown	20966046
DDX5	IGF2	Unknown	24861163
DEAF1	GDF5	Unknown	14507979
DEAF1	HTR1A	Repression	17193921
DEDD	CFLAR	Unknown	17193921
DEDD	FADD	Unknown	17685435
DEK	BCL2	Activation	16829531
DEK	BIRC3	Unknown	16829531
DEK	CXCL8	Unknown	12823858
DEK	HLA-DQB1	Unknown	19229864
DEK	PRDX5	Repression	23421821
DENND4A	ERBB2	Repression	22446105
DLX3	CGA	Activation	20877436
DLX4	BRCA1	Repression	16000302
DLX5	IBSP	Activation	23485603
DLX5	IBSP	Unknown	17278996
DLX5	IGFBP3	Unknown	21045156
DLX5	IRS2	Activation	19497851
DLX5	MYC	Activation	23318425
DMAP1	ATM	Unknown	24559687
DMAP1	BAX	Unknown	24559687
DMAP1	CDKN1A	Unknown	20864525
DMAP1	DNMT1	Unknown	18413740
DNMT1	BAG1	Unknown	17124180
DNMT1	BIRC5	Repression	21551187
DNMT1	BMP2	Repression	20398055
DNMT1	CASP8	Repression	18049164
DNMT1	CDH1	Repression	21846773
DNMT1	CDH1	Unknown	17934516
DNMT1	CDKN2A	Repression	17490527
DNMT1	CDKN2A	Unknown	19545050
DNMT1	CDKN2B	Unknown	19932585
DNMT1	CXCR4	Repression	20940408
DNMT1	EPCAM	Unknown	21655924;23242655
DNMT1	ESR1	Unknown	19029285
DNMT1	GAD1	Repression	24475290
DNMT1	HDAC1	Unknown	15735013
DNMT1	IL3	Repression	20889550
DNMT1	IL32	Repression	19628706
DNMT1	KIR2DL3	Unknown	15618232
DNMT1	MBD2	Repression	18555750
DNMT1	MGMT	Unknown	16473673
DNMT1	MSH2	Activation	20196115
DNMT1	PROM1	Unknown	24247422
DNMT1	RASSF1	Unknown	17934516
DNMT1	RB1	Repression	19029285
DNMT1	RELN	Repression	24475290
DNMT1	RGS10	Unknown	22274925
DNMT1	RUNX3	Unknown	23770846;24374650
DNMT1	SFRP1	Unknown	24374650
DNMT1	SFRP5	Unknown	19914212
DNMT1	TERT	Activation	22982189
DNMT1	TIMP3	Repression	20398055
DNMT1	TNFRSF10B	Repression	24006445
DNMT1	TP53	Unknown	17934516
DNMT1	VEGFA	Activation	19070387
DNMT3A	CDH6	Repression	24957603
DNMT3A	CDKN1A	Unknown	17490527
DNMT3A	CDKN2A	Unknown	19070387
DNMT3A	IGFBP3	Repression	17998942
DNMT3A	JUP	Unknown	22867868
DNMT3A	POU5F1	Unknown	16682412
DNMT3A	SETDB1	Unknown	24374650
DNMT3A	SFRP1	Unknown	24374650
DNMT3A	SFRP5	Unknown	20428781
DNMT3L	TDG	Repression	18305375
DR1	NR1I2	Activation	21126370
DR1	NR2C2	Unknown	11840453
DR1	PTGS2	Activation	16858867
DR1	TBP	Repression	8670811
DR1	TBP	Unknown	15509807
DRAP1	TBP	Unknown	24278031
DUX4	HEY1	Activation	23542036
E2F1	ABCB1	Activation	12149244;12766778;17600109
E2F1	APAF1	Activation	15972851
E2F1	APAF1	Unknown	21099103
E2F1	AR	Activation	22508987
E2F1	AR	Unknown	17328667
E2F1	ASF1B	Activation	22771493
E2F1	ATAD2	Unknown	18408756
E2F1	ATG5	Activation	12527885;22832221
E2F1	ATM	Activation	23993922
E2F1	ATM	Unknown	20300951
E2F1	AURKA	Activation	15033491
E2F1	AURKB	Unknown	17263886
E2F1	BBC3	Activation	11559537;12679318
E2F1	BCL2	Activation	17848598;19102934
E2F1	BIRC5	Activation	19102934
E2F1	BIRC5	Repression	23449974
E2F1	BIRC5	Unknown	17360938
E2F1	BMI1	Unknown	20068145
E2F1	BRCA1	Repression	18660752;19466541;23285190
E2F1	BRCA1	Unknown	12766778
E2F1	CASP7	Activation	17707233
E2F1	CCL3	Unknown	22508987
E2F1	CCNB1	Unknown	20220142;20655656;8618861
E2F1	CCND1	Activation	19876926;22768064;8137237;9584162
E2F1	CCND1	Unknown	14618416;20220142;8618861
E2F1	CCNE1	Activation	22880102
E2F1	CD2AP	Activation	19336738
E2F1	CDAN1	Unknown	18541154
E2F1	CDC6	Unknown	16580749
E2F1	CDCA7	Activation	14618416
E2F1	CDK1	Activation	10030670
E2F1	CDKN1A	Activation	16923815
E2F1	CDKN1A	Unknown	20106982
E2F1	CDKN1C	Unknown	11705881;12695664;12766778;15716352;22621932
E2F1	CDKN2A	Activation	18660752
E2F1	CHEK1	Unknown	15024084
E2F1	CHEK2	Activation	9238849
E2F1	CREBBP	Unknown	21532622
E2F1	CTNNBIP1	Activation	23542171
E2F1	CTSV	Unknown	18347061
E2F1	CUX1	Unknown	18521079
E2F1	DAPK2	Activation	18503552
E2F1	DBF4	Activation	20971808
E2F1	DDIT3	Unknown	14618416
E2F1	DHFR	Activation	16158053;16638845;16757345;17230502
E2F1	DIRAS3	Repression	24502362
E2F1	DNMT1	Repression	23028047
E2F1	DOK1	Unknown	18408756
E2F1	DRAM1	Activation	24909689
E2F1	DROSHA	Activation	17638884
E2F1	DUSP1	Activation	7958836
E2F1	E2F1	Unknown	16107498
E2F1	E2F6	Activation	21886810
E2F1	ECT2	Unknown	22159227
E2F1	ERCC1	Activation	17893230
E2F1	ERCC5	Activation	24168400
E2F1	ERICD	Repression	18687701
E2F1	ETV4	Activation	18438432
E2F1	FANCA	Activation	19303924
E2F1	FGFR1	Activation	15044096
E2F1	FHIT	Repression	20516113
E2F1	FLT1	Unknown	23839046
E2F1	FMN2	Unknown	21518729
E2F1	FOXM1	Activation	11883315
E2F1	FSHR	Unknown	23806799
E2F1	FZD1	Activation	20051274
E2F1	FZD1	Unknown	17127213
E2F1	GINS3	Unknown	15985428
E2F1	H19	Activation	19491197
E2F1	HIC1	Activation	22389255
E2F1	HMGA1	Activation	18840615
E2F1	HSPA5	Repression	17707233
E2F1	IL1B	Unknown	17707233
E2F1	IL23A	Unknown	21225257;22464952
E2F1	IRF3	Repression	15464731
E2F1	ISYNA1	Activation	20516113
E2F1	KDR	Unknown	23610368
E2F1	KIF2C	Activation	18440323
E2F1	KIF2C	Repression	18358829
E2F1	KIR3DL1	Activation	15064745
E2F1	LRBA	Activation	18408756
E2F1	MAP1LC3A	Activation	16476732;17287612
E2F1	MAP3K5	Activation	16512785;19610065
E2F1	MAP3K5	Unknown	20800677
E2F1	MAPK8	Unknown	11705881
E2F1	MCL1	Repression	17210690
E2F1	MCM5	Unknown	16325355
E2F1	MCM8	Unknown	22136275
E2F1	MCPH1	Activation	20837136
E2F1	MDM2	Repression	20805247
E2F1	MEFV	Activation	24337320
E2F1	MIR202	Unknown	15735762
E2F1	MT1G	Activation	22537161
E2F1	MUC4	Activation	8137237
E2F1	MYB	Unknown	14618416;16299810
E2F1	MYBL2	Activation	11705881
E2F1	MYC	Activation	14645238
E2F1	MYCN	Activation	8931991
E2F1	MYH10	Unknown	23829315
E2F1	NELL2	Unknown	18554521
E2F1	NOX4	Activation	12665581
E2F1	NPAT	Activation	22629304
E2F1	NRIP1	Activation	14618416
E2F1	PCNA	Activation	17825503
E2F1	PCSK6	Activation	21625432
E2F1	PDK4	Repression	18625225
E2F1	PEG10	Unknown	20376080
E2F1	PIN1	Unknown	24076372
E2F1	PLK1	Activation	16181749
E2F1	PNRC2	Repression	12110166
E2F1	PPARG	Activation	20971808
E2F1	PPARG	Unknown	15706352;21479363
E2F1	PPP1R13B	Activation	18644370
E2F1	PTPRO	Unknown	21886810
E2F1	RACGAP1	Unknown	23285190
E2F1	RAD51	Unknown	18396012
E2F1	RASGEF1B	Activation	18396012
E2F1	RASGRP1	Activation	8264596
E2F1	RB1	Activation	22798430
E2F1	RBM38	Activation	17873902
E2F1	RNF2	Unknown	11313881
E2F1	RPA2	Unknown	14618416
E2F1	RRM1	Activation	19416980
E2F1	RRM2	Activation	20040599
E2F1	RRP1B	Unknown	20197383
E2F1	SERPINB5	Activation	11402043;11559366
E2F1	SERPINE1	Repression	15105421
E2F1	SIVA1	Activation	15105421
E2F1	SIVA1	Activation	23352642
E2F1	SKP2	Activation	17483325;20424123;23348237;24574749
E2F1	SKP2	Unknown	21411498;22207128
E2F1	TERT	Activation	21411498;22207128
E2F1	TERT	Repression	20976175
E2F1	THBS1	Activation	22310660
E2F1	TLR3	Repression	17707233
E2F1	TNF	Unknown	18381203
E2F1	TNFSF11	Activation	11313881
E2F1	TOP2A	Activation	15706352
E2F1	TP53	Activation	8557038
E2F1	TP53	Repression	12625370;21441950;22241525
E2F1	TP53	Unknown	15706352
E2F1	TP53BP2	Activation	19610065
E2F1	TP53BP2	Unknown	15706352
E2F1	TP53INP1	Activation	11115495;12766778;17980704
E2F1	TP73	Activation	11988839;19188449
E2F1	TP73	Unknown	14618416;9748140
E2F1	TYMS	Activation	10914714;14679120
E2F1	TYMS	Unknown	12838312;15361834
E2F1	UHRF1	Activation	23023523
E2F1	UHRF1	Unknown	18408756
E2F1	ULK1	Activation	20639906
E2F1	VEGFA	Repression	15044096
E2F1	WWOX	Repression	19031698
E2F1	XRCC1	Activation	22768064
E2F1	ZNF350	Unknown	18347061
E2F2	CUX1	Unknown	16512785
E2F2	MAP3K5	Unknown	18776222
E2F3	AURKA	Activation	16909110
E2F3	CCNA2	Unknown	17098936
E2F3	CCNB1	Unknown	18541154
E2F3	CDC6	Unknown	16909110
E2F3	CDK1	Unknown	10030670
E2F3	CDKN1A	Activation	18347061
E2F3	CUX1	Unknown	24168400
E2F3	ERICD	Repression	16512785
E2F3	MAP3K5	Unknown	20800677
E2F3	MAPK8	Unknown	16909110
E2F3	PLK1	Unknown	12748276
E2F3	TFE3	Unknown	21372519
E2F3	VEGFA	Unknown	22508987
E2F4	AR	Unknown	15033491
E2F4	AURKB	Unknown	18504435
E2F4	BIRC5	Unknown	20818429
E2F4	BRCA1	Activation	17106239;20133863;21701264;23108140
E2F4	BRCA1	Repression	17001309
E2F4	BRCA1	Unknown	22508987
E2F4	CCNB1	Unknown	9584162
E2F4	CCND1	Unknown	22447046
E2F4	CDK2	Unknown	18347061
E2F4	CUX1	Unknown	16158053;16638845;16757345;17230502
E2F4	DIRAS3	Repression	14532282
E2F4	HCFC1	Activation	23593430
E2F4	PCLAF	Repression	19725879
E2F4	LIN54	Unknown	23741501
E2F4	LTBP4	Unknown	16512785
E2F4	MAP3K5	Unknown	15195143
E2F4	MCM10	Repression	17132729
E2F4	MYC	Unknown	18625225
E2F4	PEG10	Unknown	17981789
E2F4	PLK1	Repression	24071582
E2F4	PLK4	Unknown	12110166
E2F4	PPARG	Repression	20133863;21701264
E2F4	RAD51	Repression	17001309
E2F4	RAD51	Unknown	15195143
E2F4	TOPBP1	Repression	17981789
E2F4	TTK	Repression	11883315
E2F5	FSHR	Unknown	20012301
E2F5	LOXL2	Unknown	17132729
E2F5	MYC	Unknown	17600109
E2F6	APAF1	Repression	19466541
E2F6	BRCA1	Unknown	16792505
E2F6	BRD7	Unknown	10998368
E2F6	CYC1	Unknown	18562691
E2F6	E2F1	Repression	22981205
E2F6	IL13	Unknown	23593430
E2F6	PCLAF	Repression	18202719
E2F7	E2F1	Repression	20068156
E2F8	CCND1	Unknown	18202719
E2F8	E2F1	Repression	15805267
E4F1	CCNA2	Repression	14645522
E4F1	CCNA2	Unknown	16006523
EAF1	ELL	Activation	23542036
EAPP	ABCB1	Activation	21258403
EAPP	CDKN1A	Unknown	15716352
EAPP	CDKN2A	Repression	20980443
EAPP	MAOB	Repression	20423929
EBF1	ATF5	Unknown	19934318
EBF3	CDKN1A	Activation	22908259
ECD	GCGR	Repression	23788032
EED	CPEB1	Unknown	11939722
EGF	STAT1	Unknown	11488907;7565762
EGR1	ABCB1	Activation	10392899;10860921
EGR1	ABCB1	Unknown	12433834
EGR1	ACE	Activation	14679188
EGR1	ACE	Unknown	7559515
EGR1	ACHE	Unknown	12890669
EGR1	AKR1B1	Unknown	9062372
EGR1	ALOX5	Activation	15517885
EGR1	ALOX5	Repression	10436859
EGR1	ALOX5	Unknown	15517885
EGR1	AR	Repression	21205742
EGR1	ATF3	Activation	16489044
EGR1	ATF3	Unknown	22431919
EGR1	BCAR1	Activation	22431737
EGR1	CACNA1H	Unknown	11502738
EGR1	CCND1	Activation	20590664
